userName,content,score,Year,Month,Day
Try Suharyadi,Aplikasi ini sangat bagus. Memudahkan dalam scan foto untuk di lampirkan ke word. Jadi tidak perlu lagi menggunakan alat scan,5,2021,4,8
MUHAMMAD JIBRIL SYAHID,"Gua kasih bintang 1, biasanya nggak error', ini dadakan error', gua udah sabar, sampe sabarku habis, sampe deadline nya mepet', buang waktu, benerin lah apknya, jgn cuma dicekokin update mulu, tpi masih suka error",1,2021,4,6
Daniel Liman,"watermarknya sedikit mengganggu tapi okelah, untuk soal aplikasi ""image to pdf"", sejauh ini camscanner ini yang paling simpel dan terbaik.. Nice Job..",5,2021,4,2
Jonathan Marbun,"Dulu saya sering pakai untuk bekerja. Sekarang setelah lama saya tidak pakai, download lagi dan tidak bisa foto atau ambil dari file, diminta izin tapi tak ada yg bisa di sentuh di pengaturan. Maunya apa tau, kecewa saya.",1,2021,3,31
Nasywa Salsabilah,"Aplikasi ini sangat memuaskan banget, mempermudah untuk scan data² tanpa harus repot² ke fotokopi, melalui hp aja udah bisa thanks ya camscanner",5,2021,3,30
Endang Kusgiyanti,"Mau tanya dong knp udh beberapa hari ini aplikasinya kalau dibuka sering tiba2 keluar sendiri ya, & file yg udh kesave di camscanner tiba2 tidak bisa dibuka malah aplikasinya keluar sendiri ????? Padahal dr dulu baik2 aja aplikasinya.",4,2021,3,24
Mahmud Al-faqih,"Dari awal pemakaian sih oke banget, tapi kenapa yah tiba2 kaya gini jeleknya, udah banyak data kerjaan saya yg tersimpan & siap buat di laporkan tiba2 tidak bisa di buka sama sekali aplikasinya.. Tolong deh klo gak mau nilainya jelek di perbaikin krn ada data penting saya yg harus terselamatkan di sana..",1,2021,3,24
Jeanna Heav,"Aplikasi ini membantu banget buat file tugas kuliah kalau ditulis tangan, ga perlu pake scan ribet, scan lewat handphone emang lebih praktis, semoga semakin bagus",5,2021,3,21
FITRI NUR AULIA,"Aplikasi ini ngebantu banget sebenernya, fitur-fiturnya bagus banget, bikin file yg mau kita bikin tuh kek orang-orang yg udah pro gitu loh, aseek. Tapi ya gitu, ga gratis, disini katanya gratis tapi hampir semua fiturnya tuh bayar. Meskipun gitu, actually ini masih tetep bisa dipake buat bikin file dan hasilnya tetep bagus kok. Tengkyu ya yg bikin apk ini lop lop😉",4,2021,3,16
Abah sensei,"Di masa pandemi seperti sekarang, aplikasi ini sangat membantu sekali dalam pengerjaan tugas saya. Dan yang paling penting aplikasi ini bisa membuat tulisan saya semakin bagus dan jelas wkwk. Terimakasih camscanner, jasa mu akan ku kenang selalu",5,2021,3,11
fujico zico,"Sangat terbantu & bermanfaat apalagi untuk mengirim laporan tdk perlu lg repot colokin scanner ke laptop, g sampe satu menit sudah selesai dg app ini. Terimakasih. ^^",5,2021,3,7
Najwa Rizka Amelia,Aplikasi ini sangat membantu banget plis! Dimasa pandemi kadang disuruh foto tugasnya dan pake aplikasi ini lebih jernih kualitasnya! Wajib di donwload♡,5,2021,3,5
Auladina Risma Hermawan,"BAGUSSS!!! aplikasinya sangat mudah digunakan dan sangat mudah untuk mengakses dokumen, good job deh buat cam scanner😁 yg mau pake aplikasi buat dijadiin pdf pake cam scanner aja dijamin bagosss!",5,2021,3,5
Nelza Putri,"Untuk upload foto banyak (misal 10) selalu tidak bisa, selalu terupload hanya seperempatnya saja dan tiba tiba terhenti. Tolong diperbaiki.",1,2021,3,3
Agnes Hiasenta Br Ketaren,"Aplikasi ini bener² bagus dan cocok untuk mahasiswa apalagi pelajar dalam mengirimkan tugas melalui online, foto tugas jadi lebih jelas. Apknya juga mudah digunakan",5,2021,2,28
dOnutpillOw,"Aku tau apk ini dari anak ambis , gila sih bagus banget ! Terutama buat guru aku yang kolot jawaban bener disalahin , apalagi kamera hpku kentang masih versi 6.0 haha. Ini gambarnya juga bisa HD lagi , Tapi sebenarnya sengaja gamau apus WM , ternyata WMnya bisa dihapus loh meski ga langganan gatau mau bilang apa lagi intinya BAGUS BANGET SAMPE MAU NANGIS HUHU TERIMA KASIH DEVELOPER 😭❤️ bukanya lebay , emang sesuka ini sama CamScanner huhu",5,2021,2,25
keisha daniella,"Aaaaaa ni apk bagus bat, tugas jadi lebih jelas kalo ngirim trs bisa di pdf kan langsung tanpa simpan.. trs kalo misalnya tugas ga bole ada bekas tipeks nya bisapake filter warna ajaib and taraaaa kayak kagak ada bekas tipeks nyaaa. trs filter nya juga banyaakkkksssss dhla yang penting ga nyesel download ni apk.. thanks for who ever make this apk..",5,2021,2,22
Syaghita Hs,"Kerennnnnnnnnn bangetttttttt,,,pokoknya aku ngucapin makasih banyak2 buat developer karena udh buat apk ini, membantu banget pas foto tugas, apalagi pas ngirimnya juga gampang. Tampilannya juga nggak ribet, pokonya apk ini it's the besttttttt",5,2021,2,21
zyze,"Apknya bagus, mudah digunakan, ada filter jg, tp sayanya penyimpanan makan t4 (400mb++)untuk hp sya yg banyak apk so mungkin bisa dikurangi lg. Pdhl apk ini cukup membantu si buat anak sekolah kek sya",3,2021,2,19
Nia kartika putri,"Assalamualaikum aplikasih CamScanner ini sangat bagus apalagi buat kumpul tugass tulisanya lebih jelas,bisa memudahkan guru-guru buat periksa tugas.pokoknya The Best. Apalagi di saat pandemi kayak gini aplikasi ini sangat cocok.sekian ulasan dari saya. sekali lagi Thank you. Assalamualaikum👍👍👍",5,2021,2,17
F Ra Lentera,"suka banget sama aplikasi ini.. berkat aplikasi ini foto tugas saya jadi lebih jelas dan mudah dibaca. foto bisa langsung di share tanpa menyimpan di galeri sehingga membuat penyimpanan saya tidak penuh, apk ini gratis pulaa🤩.. suka banget pokonya 😃👏🏻",5,2021,2,16
Didi Irawan23,"aplikasi yg sangat membantu,tapi sayang terlalu banyak iklannya. klo bisa iklan nya dikurangi agar tdk membebani performa ponsel yg RAM kecil.",5,2021,2,12
Bagus channel,"Sangat membantu sebenernya cuma ada sedikit masalah, Kenapa waktu ada kesalahan pada saat crop terus diubah kembali susah diklik ceklis padahal data seluler lancar. Kadang bisa kadang tidak. Tolong di jelaskan.",4,2021,2,12
Nurieska Putri,"Assalamualaikum, aku cuma mau bilang aplikasi ini bagus banget cocok buat ngumpulin tugas, dan ada filter agar tugasnya terlihat lebih jelas oh ya dan namaku ririn/riska. Bye makasih semoga aplikasi ini lebih di perbarui",5,2021,2,11
Nur Fadilah,"Ini aplikasi bagus banget si, buat nge scan dokumen yang kurang jelas jadi jelas dan terang banget. Tapi kenapa setelah di edit, lama banget buat ""memproses gambar""? Sebelumnya baik baik saja, tapi belakangan ini lama banget. Tolong segera diperbaiki ya...",3,2021,2,11
Anisa Anastasya,"saya udah pernah dawnload tapi kehapus dan saya sudah coba dawnload lebih dari 3× tetep ngga jadi padahal udah mencapai 100% , Tolong giamana caranya saya bisa kembali mendapatkan aplikasi ini, saya sangat membutuhkan aplikasi ini",1,2021,2,6
lutfah inganah,Sangat membantu bisa dalam bentuk foto dan pdf... Gambar bening dan tulisan jelas.pokoknya ga rugi instal aplikasi ini.,5,2021,2,3
Melani Ayu Anisak,"Aplikasi ini sangat membantu dalam pengolahan dokumen dalam bentuk PDF, Misalnya foto tugas tulisan tangan menjadi dokumen PDF. Terdapat beragam pilihan filter yang bisa digunakan untuk membuat tulisan semakin terlihat jelas",5,2021,2,3
Monica NJ Banjarnahor,"Sangat membantu pekerjaan saya dalam scan data, hasilnya juga memuaskan sama seperti scan printer, ini hanya foto dan hasilnya menjadi file scan sehingga membantu menyelesaikan pekerjaan saya dengan cepat",5,2021,2,2
Rasyid Aldrian,Kukasih bintang tiga karena kebanyakan iklan yang meresahkan. Masak tiap kali selesai foto atau kirim folder slalu ada iklan. Parahhh Maunya satu bintang tapi kasian yaudah tiga aja,3,2021,2,2
Debi Maulana Ahsan Halla,Sangat membantu dalam hal memindai dokumen. Jadi gak perlu repot lagi pergi ke tempat fotocopy buat scan. Bisa hemat uang juga. Makasih Cam Scanner!,5,2021,1,29
M Iqbal Adilia,"Sebenarnya ini aplikasi bagus Tapi sangat disayangkan managementnya tidak bagus (curang, penipuan), tidak jujur terkesan memaksa tanpa persetujuan konsumen Kasihan mereka2 yang pulsanya langsung dipotong tanpa persetujuan! Tolong diperbaiki kedepannya",1,2021,1,28
Dimas Setiawan,"Aplikasinya bagus banget !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Tapi bener ini aplikasinya bagus banget . Kata siapa aplikasi ini bayar , pake fitur yang gratis juga udah bagus kok , jadi gk perlu pake fitur yang bayar .",5,2021,1,26
Syahnia Maharani,Aplikasi nya keren dan sangat membantu !!! apalagi bisa free :) membantu untuk para guru yang ingin menilai tugas jadi mudah karna gambar jadi jelas:) Semoga banyak melahirkan aplikasi membantu seperti ini lagi!,5,2021,1,22
Mr Yusufi It's My Channel 3000 Subs,"Aplikasi camscanner ini Bagus apa lagi buat tugas tugas perkuliahan dimana di saat Pandemi ini aplikasi camscanner sangat membantu, tapi ketika saya meng upgrade ke trial sering muncul notifikasi up grade ke premium dan tampil ke mode pilihan yang menurut saya itu mengganggu ketika saya ingin cepat saat membuka dokumen",4,2021,1,22
Syahril Ar,"Aplikasi yang merugikan pelanggan. Saya di suruh mencoba premium secara gratis selama 3 hari. Tetapi pada saat saya mengisi pulsa ternyata pulsa saya di jadikan uang pembayaran Camscanner premium untuk 1 bulan tanpa sepengetahuan saya. Aplikasi yang sangat merugikan, bahkan saya tidak bisa meminta pengembalian dana.",1,2021,1,21
Yusrizal Efendi,"Aplikasi yang sangat membantu pekerjaan dalam olah dokumen. Tak perlu ribet, harus memfoto copy file yang dibutuhkan. Terima kasih pada Programmer-nya. Teruslah berkreasi. Manusia terbaik adalah yang paling bermanfaat bagi orang lain. Ini akan menjadi amal jariah dunia akhirat",5,2021,1,20
Rahmi Auliaunnisa,"Aplikasi nya bagus bngt, kalo mau scan surat gak usah ke tempat FC. Bisa buat scan tugas kita juga jadi tulisannya lebih jelas 👍",5,2021,1,19
Netti Rialina Sihombing,"Aplikasinya sangat bagus menurutku, teks yg berupa foto menjadi semakin terang dan bagus dan mempermudah pekerjaan tugas kuliah saya,, terimakasih..",5,2021,1,16
Alfina Nur Shalaita,Aplikasi nya sangat membantu saya dalam pengumpulan tugas saat masa² daring. Penggunaan aplikasi nya sangat simpel dan fitur²nya sangat bagus. Saya tidak menggunakan fitur berbayar dan menurut saya itu saja sudah bagus. Terimakasih,5,2021,1,14
Milda Eka Wulan,"Aplikasi ini bagus banget, sangat membantu untuk para pelajar contohnya seperti saya, penggunannya juga nggak ribet, makasih buat camscaner:)",5,2021,1,13
PAULINA JUNITA,"apk ini sangat bagus dan mudah digunakan , namun sayangnya kenapa diam diam mengandung malware, tepatnya trojan berbahaya dan sudah diselidiki oleh peneliti Kaspersky Labs",2,2021,1,12
Santika Eleuwarin,"Bagus bangat aplikasi ini membantu bangat padahal saya udah uhhh pusing bangatt pake yg lain karna ribet gitu loh pas cari"" di You Tube eh ternyata nemu You Tuber yg pake ini dan setelah Saya coba Ya Ampun Ya Allah bagus bangatt jernih bangatt ngga buram ataupun blur😁😚",5,2021,1,12
Just Wilwil,"Nih aplikasi keren banget,apa lagi saya masih sekolah,saya suka pakai aplikasi ini untuk mengumpulkan tugas maupun catatan,jadi rapih dan mudah di baca jadinya.Walau gw gak pakai fitur bayarnya,tapi gak papa.fitur gratisnya juga dah cukup.Terimakasih",5,2021,1,12
Anggi Suryanika,Aplikasi cerdas banget. Auto menyesuaikan ukuran kertas untuk jenis dokumen. Rapih hasilnya dan bisa diedit filternya sesuai kebutuhan. No watermark oke bangett.,5,2021,1,10
Diki Candra Permana Yuda,"Pokoknya mantep banget sih ini, mudahin pekerjaan banget, gak perlu repot-repot ke warnet/foto copy an buat scan, apalagi sekarang tugas suka sering banget harus dipdf in, aplikasi ini bantu banget, penggunaan nya juga simpel",5,2021,1,10
ICHA FARYANTI,"Sangat puas menggunakan camscanner, warnanya jelas, resolusi sangat bagus dan jelas meski dizoom, penggunaannya sangat mudah, berkualitas sekali. Terima kasih camscanner team, karena kalian, kami jadi mudah scan dokumen. Keep it up!",5,2021,1,9
Elsa Sarry,"Bagus sekali aplikasinya, selain bisa scan, ukurannya pun disesuaikan dan bisa langsung diconvert Ga akan nyesel pokoknya",5,2021,1,6
s ryan,"Tolong beri pemberitahuan sebelum mengambil pulsa, jangan langsung pakai saja. Saya kira hanya free 3 hari setelah itu ada notif untuk langganan atau tidak ternyata auto langganan dan langsung menyedot pulsa",1,2021,1,6
Surajiyem sur,"Aplikasi yang bagus dan benar-benar sangat membantu, apalagi dalam masa pandemi ini semua tugas online dan perlu scan pdf dengan adanya Camscanner menjadi lebih mudah....Terimakasih👍👍👍",5,2021,1,6
Maria Ariyancis,Saya beri bintang 5 klw ada bintang 10 pasti saya kasih. Aplikasinya bagus bangat banyak fingsinya.... tugas kuliah jadi mudah... tingkatan lagi kualitasnya,5,2021,1,6
La Coffee,"Aplikasinya bagus dan membantu, tapi pada saat dirubah dari jpg ke pdf koq muncul watermark ya, itu yang sangat mengganggu. Tolong diperbaiki dan disempurnakan. Terima kasih",3,2021,1,5
Hanifah Alya Mu'adzah,Aplikasinya sangat bagus saya sudah menggunakannya di hp kk saya krna saya tidak ingin merepotkan kk saya lagi untuk mengumpulkan dan mengerjakan tugas online saya maka dari itu saya mendownload aplikasi ini saat ini di hp saya sendri. Makasih atas aplikasi dan pelayanan aplikasi ini 😁😇,5,2021,1,5
Rointan Kesia Siagian,"Saya sangat suka aplikasi ini, karna bisa memudahkan kita dalam mengirim tugas di masa pandemi ini. Tulisan tangan kita menjadi lebih jelas, karna Aplikasi CamScanner ini bisa menscane dan bisa membaca PDF. Terima kasih.",5,2021,1,4
Sang Ayu Putu Diah Utari,Aplikasikan scanner yang banyak fungsi dan manfaatnya. Apalagi karena tugas online serba scan dan pdf jadi mudah. Dan terus ada pembaruan yang menarik.,5,2020,12,29
Soniya Dwi Wardhani,"saya sudah tidak memakai aplikasi ini, ternyata ada pembayaran ke premium via email yang disambungkan ke pembayaran lewat pulsa, pulsa saya jadi kesedot... tolong dong dibantu pengembalian dananyaaa..... saya juga tidak sengaja dan tidak tau kalau ternyata itu akan otomatismemotong pulsaa.....",3,2020,12,21
19-077 Desi Rahmadhani,Aplikasinya error.. saat ingin mengambil gambar selalu keluar dan menampilkan layanan share dokumen.. saya sudah 3 kali instal ulang tapi masih bermasalah serupa,1,2020,12,18
erna roeslan,Kenapa sekarang ukuran file pdf nya lebih besar?? Padahal dulu ada 3 pilihan size. Jadi jelek sih susah buat kirim dokumen ke email karena ukurannya yg terlalu besar. Kalo dikecilin malah tulisan ga keliatan. Tolong dong diperbaiki. Kalo ga maaf nanti di uninstall,1,2020,12,17
novibuy 366,"SAYA PERINGATKAN KAIAN JANGAN INSTALL APLIKASI INI!!. Jam 19:56 WIB 12 Desember 2020 saya terima email brtuliskan : (Uji coba gratis CamScanner: scan ke PDF, Word, Excel, Foto, gratis telah berakhir. Langganan Anda berlanjut dengan harga Rp58.208,00/bulan) setelah itu saya cek pulsa saya benar berkurang Total: Rp 64.029,00, ternyata berlangganan otomatis tanpa sepengetahuan user/saya, padahal saya sudah hmpir sebulan tidak mnggunakan bahkan tidak menginstall aplikasi ini. KEMBALIKAN PULSA SAYA!",1,2020,12,13
Obin Ceking,"Aplikasi scan file dan convert ke pdf yang sangat bagus.. Tinggal jeprett atau ambil dokumen dari penyimpanan, modif dgn ttd dan ubah tampilan.. Selesai. Mantulll 👍",5,2020,12,12
Afif,"Applikasinya sangat membantu untuk megscan tugas kualitas gambarnya bagus ga burik:v , udh coba app lain cuma ini yg paling oke",5,2020,12,11
064_Winni Shafirah,Aplikasi nya sangat bagus Membantu sya untuk mengpdfkan dpkumen dokumen penting. Langkah langakhnya juga mudah dan hasilnya juga bagus.,4,2020,12,10
kentut bau,"Terimakasih bagus banget scannya, kalo bisa dilamain dong gratisnya, banyak iklan gapapa. Yang penting ga ada tanda scannya 🙏🙏❤",5,2020,12,9
Fajar Ramadhan,"Bug nya ngeselin banget, milih tugas yang mana yang ke kirim scannan yang mana, gara gara bug ini, essay ulangan saya 10! Kesel, kirain habis update bakalan balanced, ternyata enggak, tolong perbaiki dong!",2,2020,12,8
Heila Kiarito,"Apk ini sangat membantu sekali, mem sreen dengan sangat detail dan halus. Tugas banyak tapi dengan mengumpulkan di dalam pdf jadi sangat rapi, pilihan efek nya juga sangat memuaskan. Terimakasih",5,2020,12,8
Robert Marison,"Aplikasinya bagus banget. Karena ini bisa ngescan tugas, dokumen, dll. Saya sangat berterima kasih kepada developer yang udah menciptakan aplikasi ini. SEMANGAT DEVELOPER!😃👍✨",5,2020,12,6
Anida Hoirunisa,"Setelah foto dokumen aplikasi error, setalah difoto dokumen tidak jadi pdf. Sekalinya jadi pdf, dokumen tidak bisa langsung dikirim ke classroom. Padahal sebelumnya aplikasi ini tidak pernah seperti itu. Saya jadi gagal UTS:')",1,2020,12,2
Oerlee Syafroe,Aplikasi yg sangat berguna... sedikit agak sayangkan... Jika kita mau mengatur warna terutama warna tinta stempel.. Gak sesuai dg warna asli. Mohon di pertimbangankan itu,5,2020,11,25
ATAR _SYAH,Sangat membantu saya untuk mengerjakan tugas yang harus di buat pdf. Dan hasil foto nya juga sangat bagus👍🏻 godd untuk pembuat apk ini. Trimksih,5,2020,11,22
Egi Saputra,"saya tidak ingin berlangganan tapi kenapa tiba tiba pulsa saya di tarik sebesar 71712.48. padahal saya tidak berlangganan ada sms masuk kr saya ""membeli CC INTELLIGENCE CORPORATION - 1 Month Premium Membership (CamScanner - Scanner to scan PDF) di Google Play harga Rp. 71712.48 (termasuk PPN&biaya jasa)Tarif data berlaku normal.CS:188"" TOLONG DARI PIHAK APPS NYA SAYA MINTA PERTANGGUNG JAWABAN NYA!! TRIMS",1,2020,11,21
